epno,time,tstart,tend,instance,bit,elucidation,soundcloud_url,tagarray,tagarray 1,tagarray 2,tagarray 3,tagarray 4,tagarray 5,tagarray 6,soundcloud_slug,location_type,location_id,slug_earwolf,id_wikia
73,,28:03:00,29:37:00,Jelloem,"Oh Shit, Fat Albert Just Did a Shit-Ton of Heroin on My Floor'",Bill Cosby Bukowski reads a Jelloem,,"Bill Cosby Bukowski, The Huxtables, Fat Albert",,,,,,,featuring-betty-white,,,featuring-betty-white,2717
51.1,,22:54,23:04,shut the fuck up!,John C. Reilly needs the floor.,Someone simply wants everyone else to shut the fuck up.,,John C. Reilly,,,,,,,one-year-anniversary-party,,,one-year-anniversary-party,2617
51.2,,1:09:48,1:09:56,James?,"Scott calls on Chupacabra, but Chupa ain't around.",a character is accidentally addressed using the name of its player,,Bobby Bottleservice,,,,,,,the-partys-still-raging,,,the-partys-still-raging,2618
51.2,,59:45:00,59:58:00,classic WYR blunder: premature election,Bob Ducca is sold on the nipple vent.,one of several potential WYR blunders,,Bob Ducca,,,,,,,the-partys-still-raging,,,the-partys-still-raging,2618
52,,27:39:00,27:51:00,Scott does math,Scott calculates the number of hours in seven days.,Scott performs fast math calculations,,,,,,,,,introducing-the-japan-dogs,,,introducing-the-japan-dogs,2619
52,,49:04:00,49:23:00,Amy Poehler is rude,Harris and Sarah ruminate aloud about whether the length of the WYR theme is a joke.,some asshole talks over the wyr theme.,,,,,,,,,introducing-the-japan-dogs,,,introducing-the-japan-dogs,2619
53,,41:18:00,41:32:00,"goddammit, engineer _____",Engineer Stu is a little sloppy with the Twitter theme.,Scott yells at the staff.,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,1:03:25,1:03:37,"yes, and...","Weird Al is gonna 'Yes, And..' that 'Kazakhstani' is a language.","the rule of 'yes, and' is invoked or abused",,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,1:09:55,1:10:10,and this is how we play WYR,Scott summarizes Weird Al's textbook WYR gameplay.,Scott commends some WYR gameplay,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,58:59:00,59:12:00,and this is how we play WYR,Weird Al cuts in without being aggressive.,Scott commends some WYR gameplay,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,57:13:00,57:38:00,and this is how we play WYR,Weird Al is in early with a question 87 years in the making.,Scott commends some WYR gameplay,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,40:25:00,40:58:00,how much money do you make?,Scott wants to know -- seriously -- how much money Weird Al makes.,Scott asks an inappropriately personal question.,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,1:11:00,1:11:05,Amy Poehler is rude,Someone plays a xylophone over the WYR theme.,some asshole talks over the wyr theme.,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,1:10:47,1:10:58,Amy Poehler is rude,Weird Al chuckles.,some asshole talks over the wyr theme.,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
53,,1:12:13,1:13:18,the most popular feature of CBB,Scott works hard and it saddens him to know that ppl are skipping to the plugs.,Consistently the most popular feature of CBB.,,,,,,,,,a-cover-of-a-parody,,,a-cover-of-a-parody,2627
54,,1:07:26,1:07:54,"goddammit, engineer _____","Engineer Stu gets a little expository about the plug theme submission, then misses the cue.",Scott yells at the staff.,,,,,,,,,the-wacky-ding-dongs,,,the-wacky-ding-dongs,2628
54,,46:36:00,46:43:00,the CBB ODP,Scott blames CBB's Open Door policy on The Birthday Boys' raid of the studio.,CBB's Open Door Policy is cited or blamed,,,,,,,,,the-wacky-ding-dongs,,,the-wacky-ding-dongs,2628
55,,57:54:00,58:12:00,"goddammit, engineer _____",Engineer Stu got rid of the plugs theme.,Scott yells at the staff.,,Bob Ducca,,,,,,,go-rent-delgo,,,go-rent-delgo,2632
55,,25:38:00,25:53:00,too soon,Scott gets a Too Soon from a 9-11 one-off.,"Someone uses, misuses, or riffs on 'too soon.'",,Bob Ducca,,,,,,,go-rent-delgo,,,go-rent-delgo,2632
56,,50:14:00,50:19:00,Cake Boss!,Cake Earth!,Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
56,,1:23,1:31,you've been hearing him interrupt me,Dave Higgins *again* angers The Choctaw by speaking before he's announced.,a guest performs before they're announced,,,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
56,,1:00,1:10,you've been hearing him interrupt me,Dave Higgins angers The Choctaw by speaking before he's announced.,a guest performs before they're announced,,,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
56,,35:05:00,35:14:00,shut the fuck up!,Cake Boss (Cake Boss) and Dave Higgins won't shut the fuck up for a second.,Someone simply wants everyone else to shut the fuck up.,,Cake Boss,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
56,,1:06:09,1:07:00,the most popular feature of CBB,Scott resents ppl tuning in only for plugs.,Consistently the most popular feature of CBB.,,Cake Boss,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
56,,1:02:50,1:02:58,who?,Werner doesn't immediately recognize Zach.,Someone seems to not know an obvious reference or a very famous person.,,Cake Boss,,,,,,,is-dave-foley-here,,,is-dave-foley-here,2637
57,,16:28,16:48,where are you from?,Posehn is surprised to learn that Scott has been on Merrill Shindler's show bc it seems like they're meeting for the first time right now.,a character detail is challenged or prompted,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,,,a-buttery-juicy-episode,2639
57,,38:42:00,39:27:00,where are you from?,Posehn stops puking from Shindler's pork feet long enough to reiterate that he's surprised to learn this is not the first meeting between Scott and Merrill.,a character detail is challenged or prompted,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,,,a-buttery-juicy-episode,2639
57,,16:50,17:31,Scott's seafood diet,Posehn keeps laughing too early at Scott's diet.,Scott has a 'Seafood Diet' joke that often gets trampled.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,,,a-buttery-juicy-episode,2639
57,,39:24:00,40:00:00,bet me a frapp,Merrill just wants to keep talking rather than launch the flashback scene.,someone has to be forced into their bit,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,,,a-buttery-juicy-episode,2639
57,,1:00:37,1:00:51,the most popular feature of CBB,Scott welcomes back everybody who skipped to the plugs.,Consistently the most popular feature of CBB.,,Merrill Shindler,,,,,,,a-buttery-juicy-episode,,,a-buttery-juicy-episode,2639
58,,47:30:00,47:47:00,"goddammit, engineer _____",Back-handed compliment to Engineer Stu.,Scott yells at the staff.,,,,,,,,,i-want-it-that-way,,,i-want-it-that-way,2641
58,,56:55:00,57:05:00,and this is how we play WYR,Scott knee-jerks to WYR when he commends a great question from Steel Panther.,Scott commends some WYR gameplay,,,,,,,,,i-want-it-that-way,,,i-want-it-that-way,2641
58,,1:05:06,1:05:17,video blog,Scott knows what A&R stands for.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",,,,,,,,,i-want-it-that-way,,,i-want-it-that-way,2641
59,,18:01,18:33,the CBB ODP,August Lindt's boss is a real slave driver.,CBB's Open Door Policy is cited or blamed,,August Lindt,,,,,,,free-subarus-for-moms,,,free-subarus-for-moms,2642
59,,56:53:00,57:08:00,classic WYR blunder: premature election,Todd Glass claims to already know his choice.,one of several potential WYR blunders,,August Lindt,,,,,,,free-subarus-for-moms,,,free-subarus-for-moms,2642
59,,9:55,10:05,shut the fuck up!,"Todd, shut up!",Someone simply wants everyone else to shut the fuck up.,,,,,,,,,free-subarus-for-moms,,,free-subarus-for-moms,2642
59,,1:10:28,1:10:39,shut the fuck up!,"Shut up, Todd.",Someone simply wants everyone else to shut the fuck up.,,August Lindt,,,,,,,free-subarus-for-moms,,,free-subarus-for-moms,2642
59,,54:47:00,54:56:00,it's frogs,August guesses Wagner.,Somebody guesses at the origin of the WYR theme.,,"August Lindt,Richard Wagner",,,,,,,free-subarus-for-moms,,,free-subarus-for-moms,2642
6,,29:53:00,30:03:00,the CBB ODP,"Scott explains how his 'good friend, Mr. Billy Crystal, has entered the studio.'",CBB's Open Door Policy is cited or blamed,,Billy Crystal,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,22:44,22:57,the CBB ODP,Scott explains how Rapzilla was able to simply appear and then disappear for Dragon Boy Suede's performance.,CBB's Open Door Policy is cited or blamed,,Dragon Boy Suede,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,51:21:00,51:33:00,the CBB ODP,Scott posits that Dragon Boy Suede's posse also sports an open door policy.,CBB's Open Door Policy is cited or blamed,,,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,36:27:00,36:44:00,possibly hundreds,"When challenged by a fiery Billy Crystal, Scott admits that 'possibly hundreds' of people listen to CBB.",CBB's listenership is questioned,,Billy Crystal,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,37:14:00,37:31:00,Osama bin Laden's in the zeitgeist,Scott notes that both James Gandolfini and Billy Crystal referenced Osama Bin Laden,"Somebody's characters cross-pollinate, curiously share characteristics.",,James Gandolfini,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,24:20:00,25:16:00,bet me a frapp,Scott has trouble leading Howard Kremer into his cell phone bit.,someone has to be forced into their bit,,,,,,,,,doing-laundry-with-sarah,poly,57,doing-laundry-with-sarah,2373
6,,33:52:00,35:23:00,Location,Billy Crystal met Raul the batboy at Yankee Stadium,Identifiable earth location.,,Billy Crystal,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
6,,13:22,13:36,and the traffic...,Scott's surprised at how quickly James Gandolfini transitions to his next complaint,someone's segue gets called out,,James Gandolfini,,,,,,,doing-laundry-with-sarah,,,doing-laundry-with-sarah,2373
60,,21:15,21:34,Garfield,Your dad sounds like Garfield.,Someone makes a Garfield reference.,,Marissa Wompler,,,,,,,now-hiring-interns,,,now-hiring-interns,2643
60,,59:24:00,1:00:00,the most popular feature of CBB,Why do we have to listen to all this bullshit?,Consistently the most popular feature of CBB.,,Marissa Wompler,,,,,,,now-hiring-interns,,,now-hiring-interns,2643
61,,1:06:44,1:06:56,the most popular feature of CBB,most popular of all time,Consistently the most popular feature of CBB.,,,,,,,,,palin-2012,,,palin-2012,2644
62,,1:04:27,1:05:00,who am i?,The shock over Wesley Snipes' emprisonment made Bennete Stephens lose his accent.,a character loses him/herself,,Bennett Stephens,,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
62,,39:33:00,39:55:00,where are you from?,Danny Glover's handle on XBox Live is DGlover23.,a character detail is challenged or prompted,,Danny Glover,,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
62,,39:55:00,40:14:00,where are you from?,Danny Glover can't recall who he played in Lethal Weapon because he was just there to be too old for things.,a character detail is challenged or prompted,,Danny Glover,,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
62,,41:00:00,41:37:00,who am i?,Danny Glover doesn't recall where he studied acting.,a character loses him/herself,,Danny Glover,,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
62,,47:22:00,47:55:00,Osama bin Laden's in the zeitgeist,Scott noticed that Danny Glover and Ice T are both every into sci-fi.,"Somebody's characters cross-pollinate, curiously share characteristics.",,"Danny Glover,Ice T",,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
62,,1:11:58,1:12:09,the most popular feature of CBB,the feature that everyone skips ahead to,Consistently the most popular feature of CBB.,,Bennett Stephens,,,,,,,serious-or-sarcastic,,,serious-or-sarcastic,2645
63,,21:32,21:44,the CBB ODP,Jerald Tibbons hung around the studio for a week (but nobody cites the ODP),CBB's Open Door Policy is cited or blamed,,Jerald Tibbons,,,,,,,harrys-world-mad-men,,,harrys-world-mad-men,2676
63,,53:25:00,53:42:00,classic WYR blunder: asking if you can not do whatever the scenario is,,one of several potential WYR blunders,,Jerald Tibbons,,,,,,,harrys-world-mad-men,,,harrys-world-mad-men,2676
63,,47:51:00,48:08:00,classic WYR blunder: premature election,,one of several potential WYR blunders,,Jerald Tibbons,,,,,,,harrys-world-mad-men,,,harrys-world-mad-men,2676
64,,2:44,3:00,Scott does math,>3=4,Scott performs fast math calculations,,Merrill Shindler,,,,,,,harrison-ford-approved,,,harrison-ford-approved,2677
65,,51:06:00,51:20:00,Ducca List,"Bob's father whisks his mother away: cement saws, walrus winches, flatbed trucks.",Bob Ducca recites a list,,Bob Ducca,,,,,,,welcome-to-earwolf,,,welcome-to-earwolf,2382
65,,50:12:00,50:51:00,Ducca List,"Bob's mother's steady diet: evaporated milk, rotten grapefruit, unlit cigarettes, a tart, easter bonnets.",Bob Ducca recites a list,,Bob Ducca,,,,,,,welcome-to-earwolf,,,welcome-to-earwolf,2382
65,,30:50:00,30:53:00,huh?,Bob can't quite hear Scott remind him that something is wrong with his nose.,Bob Ducca's Catchphrase,,Bob Ducca,,,,,,,welcome-to-earwolf,,,welcome-to-earwolf,2382
65,,37:22:00,37:24:00,huh?,Bob can't quite hear The Sklars' reference to Jesus Christ.,Bob Ducca's Catchphrase,,Bob Ducca,,,,,,,welcome-to-earwolf,,,welcome-to-earwolf,2382
66.2,,32:05:00,32:24:00,classic WYR blunder: premature election,"Bob's father whisks his mother away: cement saws, walrus winches, flatbed trucks.",one of several potential WYR blunders,,,,,,,,,cool-whip-play-challenge,,,cool-whip-play-challenge,2695
67,,48:27:00,49:13:00,i have a question,"Buddy Valastro is in very early, proving himself a model player.",a pft character is eager to play WYR,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,48:32:00,49:13:00,and this is how we play WYR,Buddy Valastro receives high praise for his strategy.,Scott commends some WYR gameplay,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,47:03:00,47:12:00,Cake Boss!,"Cake Boss Cake Bosses WYR again, explains 'It's because you're saying ""you"".'.",Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,46:07:00,46:28:00,Cake Boss!,'That's just how I talk!',Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,46:37:00,46:41:00,Cake Boss!,Cake Boss Cake Bosses WYR.,Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,43:58:00,44:05:00,Cake Boss!,Cake Boss in just under the throw,Cake Boss is compelled to cite himself.,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,38:33:00,38:48:00,video blog,Scott deconstructs the phrase 'two way street.',"Scott articulates obvious data (acronyms, abbreviations, etc.)",,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
67,,1:04:32,1:05:17,the most popular feature of CBB,"Lake Bell wouldn't understand, but here's why it bothers Scott so much that people skip ahead to Plugs.",Consistently the most popular feature of CBB.,,Cake Boss,,,,,,,what-happens-in-vegas,,,what-happens-in-vegas,2697
68,,1:48,2:15,"goddammit, engineer _____","Engineer Joe, The Sequel's phone goes off.",Scott yells at the staff.,,,,,,,,,live-from-la-its-comedy-bang,,,live-from-la-its-comedy-bang-bang,2703
68,,53:38:00,54:14:00,classic WYR blunder: a second question is asked before the first is answered,Howard interrupts Scott's answer. Points off.,one of several potential WYR blunders,,,,,,,,,live-from-la-its-comedy-bang,,,live-from-la-its-comedy-bang-bang,2703
68,,30:56:00,31:14:00,it's been,Inaugural CBB It's Been,someone seizes the opportunity to sing a Barenaked Ladies joint,,,,,,,,,live-from-la-its-comedy-bang,,,live-from-la-its-comedy-bang-bang,2703
7,,35:41:00,36:27:00,who am i?,It dawns on Jerry Jimson that his sister's brother would also be *his* brother.,a character loses him/herself,,Jerry Jimson,,,,,,,double-co-hosts,,,double-co-hosts,2168
7,,35:21:00,35:40:00,who am i?,Scott and Paul Rust both have trouble recalling Jerry Jimson's name.,a character loses him/herself,,Jerry Jimson,,,,,,,double-co-hosts,,,double-co-hosts,2168
70,,31:14:00,31:42:00,"yes, and...","Scott gets a Yes, And from 'Mort Brainwash.'","the rule of 'yes, and' is invoked or abused",,Mr. Brainwash,,,,,,,rock-n-roll-dreams,,,rock-n-roll-dreams,2710
70,,10:10,10:17,video blog,Scott knows what SCTV stands for.,"Scott articulates obvious data (acronyms, abbreviations, etc.)",,,,,,,,,rock-n-roll-dreams,,,rock-n-roll-dreams,2710
70,,1:25:39,1:25:47,who?,Jon Wurster doesn't know Austin Powers.,Someone seems to not know an obvious reference or a very famous person.,,Mr. Brainwash,,,,,,,rock-n-roll-dreams,,,rock-n-roll-dreams,2710
